product_id,product_sku,competitor_name,competitor_url,competitor_sku
370,abl000,amazon,,
371,abl001,amazon,,
372,abl002,amazon,,
373,abl003,amazon,,
374,abl004,amazon,,
375,abl005,amazon,,
376,abl006,amazon,,
436,abl006c,amazon,,
377,abl007,amazon,,
439,abl008,amazon,,
541,abl009,amazon,,
337,ace000,amazon,,
338,ace001,amazon,,
339,ace002,amazon,,
553,acj000,amazon,,
549,acj0006s,amazon,,
547,acj00118,amazon,,
548,acj00124,amazon,,
546,acj001c,amazon,,
551,acj003,amazon,,
552,acj004,amazon,,
554,acj005,amazon,,
555,acj007,amazon,,
355,ams000,amazon,,
433,ams000c,amazon,,
356,ams001,amazon,,
357,ams002,amazon,,
358,ams003,amazon,,
359,ams004,amazon,,
360,ams005,amazon,,
434,ams005c,amazon,,
361,ams006,amazon,,
362,ams007,amazon,,
363,ams008,amazon,,
364,ams009,amazon,,
365,ams010,amazon,,
435,ams010c,amazon,,
366,ams011,amazon,,
367,ams012,amazon,,
368,ams013,amazon,,
369,ams014,amazon,,
340,aws000,amazon,,
430,aws000c,amazon,,
341,aws001,amazon,,
342,aws002,amazon,,
343,aws003,amazon,,
344,aws004,amazon,,
345,aws005,amazon,,
431,aws005c,amazon,,
346,aws006,amazon,,
347,aws007,amazon,,
348,aws008,amazon,,
349,aws009,amazon,,
350,aws010,amazon,,
432,aws010c,amazon,,
351,aws011,amazon,,
352,aws012,amazon,,
353,aws013,amazon,,
354,aws014,amazon,,
448,hbm000,amazon,,
557,hbm001,amazon,,
449,hbm002,amazon,,
450,hbm003 ,amazon,,
558,hbm005,amazon,,
559,hbm006,amazon,,
560,hbm007,amazon,,
561,hbm008,amazon,,
562,hbm009,amazon,,
563,hbm010,amazon,,
378,hdb000,amazon,,
379,hdb001,amazon,,
380,hdb002,amazon,,
381,hdb005,amazon,,
382,hdb006,amazon,,
383,hdb007,amazon,,
384,hdb008,amazon,,
385,hdb009,amazon,,
447,hdb010,amazon,,
386,hdd000,amazon,,
387,hdd001,amazon,,
437,hdd001c,amazon,,
388,hdd002,amazon,,
440,hdd003,amazon,,
389,hdd004,amazon,,
390,hdd005,amazon,,
391,hdd006,amazon,,
392,hde001,amazon,,
393,hde003,amazon,,
394,hde004,amazon,,
395,hde005,amazon,,
396,hde006,amazon,,
441,hde007,amazon,,
442,hde008,amazon,,
445,hde009,amazon,,
397,hde010,amazon,,
398,hde011,amazon,,
399,hde012,amazon,,
400,hde013,amazon,,
446,hde014,amazon,,
564,mem000,amazon,,
457,mpd000,amazon,,
479,mpd00028,amazon,,
480,mpd00031,amazon,,
481,mpd00036,amazon,,
482,mpd00038,amazon,,
456,mpd000c,amazon,,
458,mpd001,amazon,,
459,mpd002,amazon,,
267,mpd003,amazon,,
478,mpd00328,amazon,,
477,mpd00331,amazon,,
475,mpd00336,amazon,,
476,mpd00338,amazon,,
414,mpd003c,amazon,,
268,mpd004,amazon,,
269,mpd005,amazon,,
270,mpd006,amazon,,
415,mpd006c,amazon,,
271,mpd007,amazon,,
272,mpd008,amazon,,
273,mpd009,amazon,,
274,mpd010,amazon,,
275,mpd011,amazon,,
276,mpd012,amazon,,
416,mpd012c,amazon,,
277,mpd013,amazon,,
278,mpd014,amazon,,
279,mpd015,amazon,,
280,mpd016,amazon,,
281,mpd017,amazon,,
231,msj000,amazon,,
402,msj000c,amazon,,
499,msj000xl,amazon,,
498,msj000xs,amazon,,
232,msj001,amazon,,
233,msj002,amazon,,
234,msj003,amazon,,
403,msj003c,amazon,,
501,msj003xl,amazon,,
500,msj003xs,amazon,,
235,msj004,amazon,,
236,msj005,amazon,,
237,msj006,amazon,,
404,msj006c,amazon,,
899,msj006c-Khaki-L,amazon,,
898,msj006c-Khaki-M,amazon,,
897,msj006c-Khaki-S,amazon,,
902,msj006c-Red-L,amazon,,
901,msj006c-Red-M,amazon,,
900,msj006c-Red-S,amazon,,
905,msj006c-Royal Blue-L,amazon,,
904,msj006c-Royal Blue-M,amazon,,
903,msj006c-Royal Blue-S,amazon,,
502,msj006xl,amazon,,
503,msj006xs,amazon,,
238,msj007,amazon,,
239,msj008,amazon,,
240,msj009,amazon,,
405,msj009c,amazon,,
505,msj009xl,amazon,,
504,msj009xs,amazon,,
241,msj010,amazon,,
242,msj011,amazon,,
243,msj012,amazon,,
406,msj012c,amazon,,
507,msj012xl,amazon,,
506,msj012xs,amazon,,
244,msj013,amazon,,
245,msj014,amazon,,
246,msj015,amazon,,
407,msj015c,amazon,,
509,msj015xl,amazon,,
508,msj015xs,amazon,,
247,msj016,amazon,,
248,msj017,amazon,,
249,mtk000,amazon,,
408,mtk000c,amazon,,
489,mtk000l,amazon,,
490,mtk000xl,amazon,,
491,mtk000xs,amazon,,
250,mtk001,amazon,,
251,mtk002,amazon,,
409,mtk002c,amazon,,
485,mtk002s,amazon,,
487,mtk002xl,amazon,,
486,mtk002xs,amazon,,
252,mtk003,amazon,,
253,mtk004,amazon,,
410,mtk004c,amazon,,
484,mtk004m,amazon,,
488,mtk004xl,amazon,,
483,mtk004xs,amazon,,
254,mtk005,amazon,,
255,mtk006,amazon,,
411,mtk006c,amazon,,
493,mtk006xl,amazon,,
492,mtk006xs,amazon,,
256,mtk007,amazon,,
257,mtk008,amazon,,
258,mtk009,amazon,,
412,mtk009c,amazon,,
495,mtk009xl,amazon,,
494,mtk009xs,amazon,,
259,mtk010,amazon,,
260,mtk011,amazon,,
261,mtk012,amazon,,
413,mtk012c,amazon,,
497,mtk012xl,amazon,,
496,mtk012xs,amazon,,
262,mtk013,amazon,,
263,mtk014,amazon,,
808,Pmo000,amazon,,
569,Pmo000l,amazon,,
568,Pmo000m,amazon,,
567,Pmo000s,amazon,,
570,Pmo000xl,amazon,,
566,Pmo000xs,amazon,,
809,Pmo001,amazon,,
574,Pmo001l,amazon,,
573,Pmo001m,amazon,,
572,Pmo001s,amazon,,
575,Pmo001xl,amazon,,
571,Pmo001xs,amazon,,
810,Pmo002,amazon,,
579,Pmo002l,amazon,,
578,Pmo002m,amazon,,
577,Pmo002s,amazon,,
580,Pmo002xl,amazon,,
576,Pmo002xs,amazon,,
811,Pmp000,amazon,,
581,Pmp00028,amazon,,
582,Pmp00030,amazon,,
583,Pmp00031,amazon,,
584,Pmp00032,amazon,,
585,Pmp00034,amazon,,
586,Pmp00036,amazon,,
587,Pmp00038,amazon,,
812,Pmp001,amazon,,
588,Pmp00128,amazon,,
589,Pmp00130,amazon,,
590,Pmp00131,amazon,,
591,Pmp00132,amazon,,
592,Pmp00134,amazon,,
593,Pmp00136,amazon,,
594,Pmp00138,amazon,,
813,Pmp002,amazon,,
595,Pmp00228,amazon,,
